id;nom;prenoms;Genre;nomproduit;categorie;prixunitaire;dateachat
899;Bonsu;Idris;Male;Terrine de pintade;Charcuterie;1600;2023-03-17 12:38:00.0000000
900;Cox;Aria;Female;Saucisson à l'ail;Charcuterie;1300;2023-10-29 10:45:00.0000000
901;Camara;Fatoumata;Female;Soin liftant contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-08-06 21:51:00.0000000
902;Chukwu;Obinna;Male;Sachet de lessive Skip;Hygiène;750;2023-10-15 12:54:00.0000000
903;Akinwande;Ayodele;Female;Terrine de faisan;Charcuterie;1700;2023-04-22 22:46:00.0000000
904;Adegbola;Yemi;Female;Sac de pommes de terre;Légumes;1000;2023-12-30 09:26:00.0000000
905;Evans;Matthew;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-08-10 16:59:00.0000000
906;Coleman;Faith;Female;Boîte de haricots verts en conserve;Condiment;750;2023-10-12 08:47:00.0000000
907;Lee;James;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2023-10-03 10:35:00.0000000
908;Kamara;Nadia;Female;Rillettes de canard;Charcuterie;1400;2023-08-29 05:25:00.0000000
909;Camara;Oumar;Male;Gel douche exfoliant Nivea;Produits de douche;1200;2023-01-02 05:49:00.0000000
910;Lee;Matthew;Male;Terrine de lapin aux pruneaux;Charcuterie;1700;2023-11-06 17:12:00.0000000
911;Hall;Zachary;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-01-05 15:25:00.0000000
912;Harris;Trinity;Female;Bouteille d'eau minérale Cristaline;Eau;500;2023-06-07 06:18:00.0000000
913;Butler;Nathan;Male;Pâté de lapin aux pistaches;Charcuterie;1800;2023-09-10 14:16:00.0000000
914;Carter;Wendy;Female;Sachet de paprika;Condiment;500;2023-06-30 03:49:00.0000000
915;Adewale;Adeola;Female;Saucisson à la figue;Charcuterie;1600;2023-12-15 12:51:00.0000000
916;Foster;Katherine;Female;Jambon de Savoie;Charcuterie;2000;2023-11-28 01:23:00.0000000
917;Coleman;Jerry;Male;Spray corporel rafraîchissant Axe;Produits de soin pour le corps;800;2023-12-07 07:38:00.0000000
918;Mitchell;Donna;Female;Saucisse de Toulouse;Charcuterie;1600;2023-10-25 18:40:00.0000000
919;Long;Christine;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2023-09-14 08:51:00.0000000
920;Ward;Carol;Female;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-03-19 13:11:00.0000000
921;Chukwu;Obinna;Male;Rillettes d'oie;Charcuterie;1500;2023-06-15 02:28:00.0000000
922;Eze;Nneka;Female;Boîte de conserve de thon Petit Navire;Poisson;1000;2023-02-19 18:32:00.0000000
923;Rivera;Louis;Male;Shampooing anti-pelliculaire Head & Shoulders;Produits de soin capillaire;1500;2023-05-29 02:06:00.0000000
924;Diop;Sekou;Male;Jambon blanc;Charcuterie;1000;2023-11-11 04:36:00.0000000
925;Okoro;Chinedu;Male;Terrine de pigeon;Charcuterie;1700;2023-01-20 12:36:00.0000000
926;Diagne;Fatoumata;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2023-07-20 12:50:00.0000000
927;Reed;Patrick;Male;Jambon de Montagne Noire;Charcuterie;2000;2023-08-09 01:55:00.0000000
928;Cooper;Gary;Male;Saucisson à la figue;Charcuterie;1600;2023-07-08 06:10:00.0000000
929;Perez;William;Male;Sachet de sucre vanillé;Sucrerie;500;2023-06-20 04:36:00.0000000
930;White;Benjamin;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2023-03-02 10:05:00.0000000
931;Wright;Pamela;Female;Jambon d'Auvergne;Charcuterie;2000;2023-04-04 00:51:00.0000000
932;Agyeman;Abena;Female;Terrine de faisan aux morilles;Charcuterie;1700;2023-09-08 14:45:00.0000000
933;Adebayo;Babajide;Male;Bouteille de sauce tomate;Condiment;500;2023-04-05 19:35:00.0000000
934;Sanchez;Jacob;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2023-03-04 13:04:00.0000000
935;Boateng;Adjoa;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-12-25 16:18:00.0000000
936;Camara;Fatoumata;Female;Gel nettoyant visage purifiant Neutrogena;Produits de soin pour le visage;1800;2023-02-09 08:13:00.0000000
937;Flores;Katelyn;Female;Crème raffermissante pour le corps Garnier;Produits de soin pour le corps;2000;2023-02-24 23:45:00.0000000
938;Oumar;Sanaa;Female;Saucisse de Toulouse;Charcuterie;1600;2023-11-24 12:57:00.0000000
939;Ross;Allison;Female;Crème solaire visage et corps biodégradable La Roche-Posay;Produits de protection solaire;2000;2023-03-29 05:55:00.0000000
940;Martinez;Jennifer;Female;Sachet de sucre vanillé;Sucrerie;500;2023-12-17 03:14:00.0000000
941;Sanchez;Levi;Male;Paquet de café Nescafé;Café;1500;2023-03-13 11:29:00.0000000
942;Toure;Sekou;Male;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2023-09-14 16:38:00.0000000
943;King;Betty;Female;Sachet de graines de chia;Condiment;1000;2023-12-07 02:29:00.0000000
944;Flores;Lindsey;Female;Saucisson à l'Espelette;Charcuterie;1400;2023-03-13 12:49:00.0000000
945;Carter;Wendy;Female;Terrine de gibier;Charcuterie;1500;2023-09-01 16:26:00.0000000
946;Traoré;Bintou;Female;Saucisse de dinde;Charcuterie;1600;2023-10-20 22:51:00.0000000
947;Brown;Jessica;Female;Terrine de chevreuil;Charcuterie;1700;2023-09-30 15:37:00.0000000
948;Alexander;Samuel;Male;Barre de chocolat Milka;Chocolat;750;2023-10-30 02:40:00.0000000
949;Diallo;Mamadou;Male;Saucisson à la pistache;Charcuterie;1400;2023-12-17 15:36:00.0000000
950;Rodriguez;Lisa;Female;Terrine de biche;Charcuterie;1700;2023-01-27 06:24:00.0000000
951;Camara;Oumar;Male;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2023-04-27 01:29:00.0000000
952;Camara;Fanta;Female;Boîte de maïs en conserve;Condiment;750;2023-11-24 23:51:00.0000000
953;Jalloh;Saidi;Male;Sac de croquettes pour chat Whiskas;Animaux;1500;2023-02-02 20:12:00.0000000
954;Miller;Hazel;Female;Jambon du Bourbonnais;Charcuterie;2000;2023-06-09 07:40:00.0000000
955;Wilson;Christopher;Male;Pain de mie Jacques;Alimentation;750;2023-06-23 14:14:00.0000000
956;Hughes;Melissa;Female;Démaquillant Garnier;Produits de démaquillage;1200;2023-12-30 23:49:00.0000000
957;Cox;Caitlin;Female;Sachet de sucre Daddy;Sucrerie;500;2023-02-14 15:19:00.0000000
958;Jackson;David;Male;Pain de savon Lux;Hygiène;500;2023-06-09 05:34:00.0000000
959;Chukwu;Mamoudou;Male;Saucisson aux noisettes;Charcuterie;1400;2023-10-24 00:55:00.0000000
960;Diop;Emeka;Male;Sachet de sucre vanillé;Sucrerie;500;2023-05-07 01:44:00.0000000
961;Abubakar;Nneka;Female;Pot de sauce barbecue;Condiment;1000;2023-11-15 07:46:00.0000000
962;Nkrumah;Jabari;Male;Pot de miel;Condiment;1000;2023-09-23 22:06:00.0000000
963;Jones;Daniel;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2023-05-10 19:04:00.0000000
964;Patterson;Willard;Male;Bouteille de jus de pomme;Jus;1500;2023-06-06 13:09:00.0000000
965;Mohammed;Fatimah;Female;Rillettes de thon au basilic;Charcuterie;1500;2023-06-19 09:20:00.0000000
966;Maalouf;Mohammed;Male;Pâté de pigeon;Charcuterie;1800;2023-01-09 02:12:00.0000000
967;Ba;Adama;Female;Terrine de perdreau;Charcuterie;1700;2023-12-27 02:36:00.0000000
968;Scott;Margaret;Female;Gel coiffant effet mat Axe;Produits de coiffure;1500;2023-01-14 16:46:00.0000000
969;Taylor;Shawn;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2023-05-31 22:41:00.0000000
970;Nwachukwu;Chinelo;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-02-05 16:20:00.0000000
971;Mohammed;Yaa;Female;Paquet de muesli;Alimentation;1000;2023-08-04 20:10:00.0000000
972;Ogunjobi;Tunde;Male;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2023-05-28 15:36:00.0000000
973;Ndlovu;Tariq;Male;Saucisse de Strasbourg;Charcuterie;1700;2023-11-20 00:42:00.0000000
974;Cissé;Nabila;Female;Pot de sauce barbecue;Condiment;1000;2023-05-01 09:18:00.0000000
975;Taylor;Shawn;Male;Andouille;Charcuterie;1600;2023-07-06 05:28:00.0000000
976;Hall;Zachary;Male;Gel douche relaxant L'Occitane;Produits de douche;1200;2023-11-08 05:09:00.0000000
977;Maalouf;Mohammed;Male;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-06-29 15:28:00.0000000
978;Diop;Emeka;Male;Saucisson à la noisette;Charcuterie;1700;2023-08-03 19:07:00.0000000
979;Chukwu;Obinna;Male;Jambon du Bourbonnais;Charcuterie;2000;2023-02-18 14:27:00.0000000
980;Phillips;Michael;Male;Sachet de levure chimique;Condiment;500;2023-05-24 06:41:00.0000000
981;Turner;Olivia;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2023-01-08 01:28:00.0000000
982;Russell;Helen;Female;Pot de confiture de fraises;Condiment;1000;2023-04-03 07:13:00.0000000
983;Nelson;Edward;Male;Lotion tonique Nivea;Produits de soin pour le visage;1200;2023-12-12 23:00:00.0000000
984;Clark;Doris;Female;Pâté de lièvre;Charcuterie;1800;2023-08-27 23:41:00.0000000
985;Camara;Fatoumata;Female;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2023-10-29 02:09:00.0000000
986;Perez;Peyton;Female;Gel douche nourrissant à l'huile d'amande Neutrogena;Produits de douche;1200;2023-10-12 09:40:00.0000000
987;Amoako;Kwasi;Male;Terrine de faisan aux morilles;Charcuterie;1700;2023-06-28 08:07:00.0000000
988;Moore;William;Male;Saucisson à la figue;Charcuterie;1600;2023-12-03 05:18:00.0000000
989;Bello;Aminata;Female;Sachet de feuilles de thé;Thé;500;2023-07-13 19:41:00.0000000
990;Traoré;Bintou;Female;Démaquillant bi-phasé Maybelline;Produits de démaquillage;1200;2023-08-10 02:14:00.0000000
991;Ndlovu;Tariq;Male;Paquet de biscuits Oreo;Biscuits;1000;2023-07-13 17:55:00.0000000
992;Bailey;Danielle;Female;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-10-11 14:25:00.0000000
993;Diop;Sekou;Male;Saucisson à la pistache;Charcuterie;1800;2023-11-04 19:44:00.0000000
994;Diallo;Fanta;Female;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2023-11-01 21:06:00.0000000
995;Traoré;Sadia;Female;Pot de crème hydratante Nivea;Hygiène;1500;2023-08-20 05:59:00.0000000
996;Nkrumah;Fatima;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2023-11-14 03:31:00.0000000
997;Richardson;Julia;Female;Soin contour des lèvres L'Oréal;Produits de soin des lèvres;700;2023-10-14 03:20:00.0000000
998;Jackson;John;Male;Saucisse de canard;Charcuterie;1600;2023-03-13 02:59:00.0000000
999;Allen;Joshua;Male;Pâté de pigeon;Charcuterie;1800;2023-09-28 17:16:00.0000000
1000;Bonsu;Osei;Male;Rosette;Charcuterie;1800;2023-10-29 23:47:00.0000000
1001;Sise;Omaru;Male;Saucisse au poivre;Charcuterie;1600;2023-12-14 05:41:00.0000000
1002;Diaz;Alan;Male;Saucisson à l'Armagnac;Charcuterie;1400;2023-07-13 02:35:00.0000000
1003;Tetteh;Jabari;Male;Boudin noir;Charcuterie;1500;2023-09-28 06:22:00.0000000
1004;Murphy;Jesse;Male;Sachet de sucre vanillé;Sucrerie;500;2023-01-26 02:38:00.0000000
1005;Nnamdi;Emeka;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2023-12-25 17:35:00.0000000
1006;Eze;Ngozi;Female;Paquet de chips Pringles;Snack;1000;2023-07-23 08:52:00.0000000
1007;Clark;Isaac;Male;Boîte de mouchoirs en papier Lotus;Hygiène;1000;2023-02-17 14:37:00.0000000
1008;Lopez;Patricia;Female;Pâté de perdreau;Charcuterie;1800;2023-10-27 14:40:00.0000000
1009;Keita;Mamoudou;Male;Sac de riz Basmati;Alimentation;4000;2023-07-22 02:26:00.0000000
1010;Sankoh;Amara;Female;Crème solaire enfants Uriage;Produits de protection solaire;2000;2023-01-24 02:09:00.0000000
1011;Camara;Fatou;Female;Dentifrice blancheur Oral-B;Produits d'hygiène dentaire;500;2023-01-07 13:14:00.0000000
1012;Campbell;Michelle;Female;Paquet de cacahuètes;Snack;750;2023-10-14 01:44:00.0000000
1013;Bello;Aminata;Female;Baume nourrissant pour les mains Nuxe;Produits de soin pour les mains;1000;2023-12-28 20:24:00.0000000
1014;Camara;Fanta;Female;Saucisse de Toulouse;Charcuterie;1600;2023-12-24 04:31:00.0000000
1015;Diagne;Fatoumata;Female;Savon exfoliant Neutrogena;Produits de douche;1000;2023-07-02 18:55:00.0000000
1016;Jalloh;Saidi;Male;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2023-09-30 12:20:00.0000000
1017;Martinez;Timothy;Male;Pâté de marcassin aux airelles;Charcuterie;1800;2023-11-03 17:40:00.0000000
1018;Hernandez;Andrew;Male;Dentifrice protection gencives Parodontax;Produits d'hygiène dentaire;500;2023-12-15 12:22:00.0000000
1019;Coleman;Billy;Male;Saucisson à l'ail;Charcuterie;1300;2023-10-05 07:57:00.0000000
1020;Torres;Jason;Male;Sachet de sucre Daddy;Sucrerie;500;2023-05-09 18:42:00.0000000
1021;Traoré;Sadia;Female;Jambon de Bayonne;Charcuterie;1900;2023-12-11 02:27:00.0000000
1022;Kelly;Marie;Female;Lotion anti-rougeurs pour le visage Avène;Produits de soin pour le visage;1200;2023-08-11 23:37:00.0000000
1023;Price;Scarlett;Female;Bouteille d'eau minérale Cristaline;Eau;500;2023-12-05 08:09:00.0000000
1024;Hughes;Melissa;Female;Boîte de pâte de tomate;Condiment;750;2023-08-19 09:03:00.0000000
1025;Howard;Bobby;Male;Crème pour les pieds Scholl;Produits de soin pour les pieds;1500;2023-04-08 05:42:00.0000000
1026;Dlamini;Nkosi;Male;Lingettes démaquillantes apaisantes Nivea;Produits de démaquillage;800;2023-01-20 15:18:00.0000000
1027;Perry;Jimmy;Male;Soin anti-fatigue pour le visage Nivea;Produits de soin pour le visage;2500;2023-01-23 22:42:00.0000000
1028;Nwadike;Nneka;Female;Saucisson sec;Charcuterie;1500;2023-06-03 01:25:00.0000000
1029;Thompson;Henry;Male;Bouteille de sauce soja;Condiment;1000;2023-09-18 09:07:00.0000000
1030;Tetteh;Jabari;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2023-08-16 11:06:00.0000000
1031;Clark;Doris;Female;Saucisson à l'ail;Charcuterie;1300;2023-02-07 04:40:00.0000000
1032;Traoré;Sadia;Female;Pain de savon Lux;Hygiène;500;2023-08-13 08:57:00.0000000
1033;Richardson;Joseph;Male;Sachet de sucre vanillé;Sucrerie;500;2023-12-16 10:46:00.0000000
1034;Bah;Nabila;Female;Saucisse de Lyon;Charcuterie;1600;2023-11-30 07:28:00.0000000
1035;Mensah;Kwadwo;Male;Pot de crème dessert Danette;Dessert;1000;2023-06-29 17:28:00.0000000
1036;Camara;Fanta;Female;Sachet de grains de café arabica;Café;1000;2023-01-15 02:31:00.0000000
1037;Bello;Idris;Male;Démaquillant Garnier;Produits de démaquillage;1200;2023-02-08 00:13:00.0000000
1038;Long;Christine;Female;Jambon de Vendée;Charcuterie;1500;2023-06-27 04:56:00.0000000
1039;Asante;Kwame;Male;Saucisse de foie;Charcuterie;1800;2023-02-19 21:07:00.0000000
1040;Gonzalez;Russell;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2023-06-27 19:28:00.0000000
1041;Martinez;Heather;Female;Déodorant stick Narta;Produits d'hygiène;800;2023-08-30 15:04:00.0000000
1042;Gonzalez;Christopher;Male;Pot de confiture Bonne Maman;Condiment;1500;2023-02-12 14:07:00.0000000
1043;Lee;Clarence;Male;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2023-05-04 00:55:00.0000000
1044;Kelly;Marie;Female;Rillettes d'oie;Charcuterie;1500;2023-11-05 18:20:00.0000000
1045;Kamara;Nadia;Female;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2023-03-08 22:23:00.0000000
1046;Perez;Grayson;Male;Terrine de chevreuil;Charcuterie;1700;2023-01-17 18:48:00.0000000
1047;Brown;Michael;Male;Rillettes de lapin;Charcuterie;1300;2023-06-22 18:37:00.0000000
1048;Adams;Leah;Female;Saucisse fumée;Charcuterie;1400;2023-06-11 14:38:00.0000000
1049;Perry;Henry;Male;Saucisson à la coriandre;Charcuterie;1400;2023-01-18 06:26:00.0000000
1050;Foster;Joyce;Female;Paquet de popcorn sucré;Snack;750;2023-11-28 05:34:00.0000000
1051;Ba;Adama;Female;Terrine de sanglier;Charcuterie;1700;2023-04-28 13:26:00.0000000
1052;Nkrumah;Jabari;Male;Crème anti-âge L'Oréal;Produits de soin pour le visage;2500;2023-11-30 11:58:00.0000000
1053;Balogun;Babatunde;Male;Pot de confiture Bonne Maman;Condiment;1500;2023-11-02 09:35:00.0000000
1054;Traoré;Bintou;Female;Baume après-rasage sans alcool Nivea;Produits de rasage;700;2023-10-22 23:48:00.0000000
1055;Diaz;Alan;Male;Jambon cru;Charcuterie;1700;2023-04-23 01:24:00.0000000
1056;Onyeama;Obinna;Male;Poulet entier fermier;Viande;3000;2023-04-23 14:24:00.0000000
1057;Bah;Fanta;Female;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2023-05-31 13:58:00.0000000
1058;Adeyemi;Kemi;Female;Terrine de faisan aux morilles;Charcuterie;1700;2023-02-14 13:27:00.0000000
1059;Nelson;Julie;Female;Pot de yaourt Danone;Produits laitiers;750;2023-01-20 07:29:00.0000000
1060;Chukwu;Obinna;Male;Dentifrice protection caries Sensodyne;Produits d'hygiène dentaire;500;2023-03-14 21:53:00.0000000
1061;Bonsu;Idris;Male;Soin hydratant intense pour le visage Nivea;Produits de soin pour le visage;2500;2023-11-09 17:40:00.0000000
1062;Foster;Ruth;Female;Saucisse de Morteau;Charcuterie;1600;2023-10-07 21:54:00.0000000
1063;Maalouf;Mohammed;Male;Boîte de mouchoirs en papier Tempo;Hygiène;750;2023-09-08 18:33:00.0000000
1064;Adeleke;Tunde;Male;Terrine de pintade;Charcuterie;1600;2023-04-13 21:04:00.0000000
1065;Keita;Mamoudou;Male;Bouteille de vinaigre blanc;Condiment;750;2023-11-15 07:39:00.0000000
1066;Ogunjobi;Tunde;Male;Sachet de sucre Daddy;Sucrerie;500;2023-09-12 11:14:00.0000000
1067;Coleman;Addison;Female;Rillettes de porc;Charcuterie;1300;2023-08-03 21:48:00.0000000
1068;Traoré;Bintou;Female;Pot de confiture de fraises;Condiment;1000;2023-10-14 17:12:00.0000000
1069;Reed;Paul;Male;Boîte de mouchoirs en papier Lotus;Hygiène;1000;2023-08-06 00:29:00.0000000
1070;Camara;Fanta;Female;Sac de croquettes pour chien Pedigree;Animaux;2000;2023-10-06 21:21:00.0000000
1071;Adekunle;Lamidi;Male;Saucisson à l'anis;Charcuterie;1400;2023-11-04 06:03:00.0000000
1072;Bello;Aminata;Female;Gel douche exfoliant Nivea;Produits de douche;1200;2023-04-01 13:03:00.0000000
1073;Sankoh;Amara;Male;Jambon fumé;Charcuterie;1400;2023-02-13 01:22:00.0000000
1074;Coleman;Aaron;Male;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2023-01-15 13:38:00.0000000
1075;Allen;Joshua;Male;Sachet de poudre de curry;Condiment;500;2023-04-11 18:01:00.0000000
1076;Anderson;Matthew;Male;Pâté de marcassin;Charcuterie;1900;2023-03-18 04:47:00.0000000
1077;Brooks;Jared;Male;Petite bouteille de Coca-Cola;Boisson;500;2023-11-24 21:18:00.0000000
1078;Richardson;Carter;Male;Sachet de poivre noir;Condiment;500;2023-06-10 11:47:00.0000000
1079;Anang;Kwesi;Male;Crème solaire Nivea;Produits de protection solaire;2000;2023-07-01 23:47:00.0000000
1080;Davis;Cody;Male;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2023-08-18 17:17:00.0000000
1081;Washington;Camila;Female;Crème hydratante Nivea;Produits de soin pour le corps;1000;2023-05-13 18:32:00.0000000
1082;King;Aaron;Male;Coppa;Charcuterie;1600;2023-08-08 00:49:00.0000000
1083;Asante;Yaa;Female;Jambon de Normandie;Charcuterie;2000;2023-12-14 04:44:00.0000000
1084;Okoro;Chinedu;Male;Pâté de cerf;Charcuterie;1800;2023-10-14 09:00:00.0000000
1085;Lopez;Jasmine;Female;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2023-08-09 20:59:00.0000000
1086;Clark;Doris;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2023-11-14 21:54:00.0000000
1087;Ibrahim;Fatimah;Female;Terrine de lapin;Charcuterie;1600;2023-12-10 12:05:00.0000000
1088;Ogunjobi;Tunde;Male;Pot de crème dessert Danette;Dessert;1000;2023-05-23 14:18:00.0000000
1089;Kamara;Nadia;Female;Paquet de spaghetti;Alimentation;750;2023-01-15 16:55:00.0000000
1090;Bello;Idris;Male;Sac de riz Basmati;Alimentation;4000;2023-03-30 10:50:00.0000000
1091;Adeyemi;Kemi;Female;Jambon d'Auvergne;Charcuterie;2000;2023-06-14 23:08:00.0000000
1092;Howard;Julian;Male;Sachet de graines de chia;Condiment;1000;2023-03-24 22:30:00.0000000
1093;James;Steven;Male;Boîte de mouchoirs en papier Kleenex;Hygiène;1000;2023-11-15 00:26:00.0000000
1094;Scott;Alexis;Female;Paquet de biscottes;Biscuits;750;2023-07-30 15:13:00.0000000
1095;Dlamini;Nkosi;Male;Terrine de gibier;Charcuterie;1500;2023-01-30 09:50:00.0000000
1096;Coleman;Billy;Male;Pot de sauce barbecue;Condiment;1000;2023-12-18 01:45:00.0000000
1097;Watson;Evelyn;Female;Lingettes démaquillantes à l'eau micellaire Garnier;Produits de démaquillage;800;2023-08-12 09:25:00.0000000
1098;Nwadike;Nneka;Female;Pâté de marcassin aux champignons;Charcuterie;1800;2023-11-23 15:41:00.0000000
